"Species","Common","IUIS Allergen","Type","Group*","Length","GI#@","First Version"
"Hevea brasiliensis","Para rubber tree","Hev b 11.0101","Contact","Hevea Hev b 11","295","14575525","7"
"Hevea brasiliensis","Para rubber tree","Hev b 12","Contact","Hevea Hev b 12","116","20135538","7"
"Hevea brasiliensis","Para rubber tree","Hev b 13","Contact","Hevea Hev b 13","391","30909057","7"
"Hevea brasiliensis","Para rubber tree","Hev b 14.0101","Contact","Hevea Hev b 14 hevamine","208","313870530","12"
"Hevea brasiliensis","Para rubber tree","Hev b 15.0101","Contact","Hevea Hev b 15","70","571257122","15"
"Hevea brasiliensis","Para rubber tree","Hev b 2.0101","Contact","Hevea Hev b 2","374","1184668","7"
"Hevea brasiliensis","Para rubber tree","Hev b 2","Contact","Hevea Hev b 2","374","32765543","7"
"Hevea brasiliensis","Para rubber tree","Unassigned","Contact","Hevea Hev b 2","374","124294783","8"
"Hevea brasiliensis","Para rubber tree","Unassigned","Contact","Hevea Hev b 2","374","124294785","8"
"Hevea brasiliensis","Para rubber tree","Unassigned","Contact","Hevea Hev b 2","374","124365249","8"
"Hevea brasiliensis","Para rubber tree","Unassigned","Contact","Hevea Hev b 2","374","124365251","8"
"Hevea brasiliensis","Para rubber tree","Unassigned","Contact","Hevea Hev b 2","374","124365253","8"
"Hevea brasiliensis","Para rubber tree","Unassigned","Contact","Hevea Hev b 2","374","268037674","11"
"Hevea brasiliensis","Para rubber tree","Unassigned","Contact","Hevea Hev b 2","374","270315180","11"
"Hevea brasiliensis","Para rubber tree","Unassigned","Contact","Hevea Hev b 2","373","359359690","13"
"Hevea brasiliensis","Para rubber tree","Unassigned","Contact","Hevea Hev b 2","374","387778882","13"
"Hevea brasiliensis","Para rubber tree","Unassigned","Contact","Hevea Hev b 2","374","387778880","13"
"Hevea brasiliensis","Para rubber tree","Hev b 3.0101","Contact","Hevea Hev b 3","204","3818475","11"
"Hevea brasiliensis","Para rubber tree","Hev b 4.0101","Contact","Hevea Hev b 4","366","46410859","7"
"Hevea brasiliensis","Para rubber tree","Hev b 5","Contact","Hevea Hev b 5","151","1480457","7"
"Hevea brasiliensis","Para rubber tree","Hev b 6","Contact","Hevea Hev b 6","187","2832430","7"
"Hevea brasiliensis","Para rubber tree","Unassigned","Contact","Hevea Hev b 6","43","73535415","7"
"Hevea brasiliensis","Para rubber tree","Unassigned","Contact","Hevea Hev b 6","204","158342650","9"
"Hevea brasiliensis","Para rubber tree","Hev b 7.01","Contact","Hevea Hev b 7","388","1916805","7"
"Hevea brasiliensis","Para rubber tree","Hev b 7.02","Contact","Hevea Hev b 7","388","3087805","7"
"Hevea brasiliensis","Para rubber tree","Unassigned","Contact","Hevea Hev b 7","388","3288200","7"
"Hevea brasiliensis","Para rubber tree","Hev b 7","Contact","Hevea Hev b 7","388","6707018","7"
"Hevea brasiliensis","Para rubber tree","Unassigned","Contact","Hevea Hev b 7","387","41581137","7"
"Hevea brasiliensis","Para rubber tree","Hev b 8.0203","Aero Mite","Hevea Hev b 8","131","6979171","11"
"Hevea brasiliensis","Para rubber tree","Hev b 8.0101","Contact","Hevea Hev b 8","131","3183706","7"
"Hevea brasiliensis","Para rubber tree","Hev b 8","Contact","Hevea Hev b 8","131","11513601","7"
"Hevea brasiliensis","Para rubber tree","Hev b 8.0201","Contact","Hevea Hev b 8","131","6979167","11"
"Hevea brasiliensis","Para rubber tree","Hev b 8.0202","Contact","Hevea Hev b 8","131","6979169","11"
"Hevea brasiliensis","Para rubber tree","Hev b 8.0102","Contact","Hevea Hev b 8","131","5689740","15"
"Hevea brasiliensis","Para rubber tree","Hev b 8.0204","Contact","Hevea Hev b 8","131","8919948","15"
"Hevea brasiliensis","Para rubber tree","Hev b 9","Contact","Hevea Hev b 9","445","9581744","7"
"Hevea brasiliensis","Para rubber tree","Unassigned","Contact","Hevea Hev b 9","445","14423687","9"
"Hevea brasiliensis subsp. brasiliensis","Para rubber tree","Hev b 11.0102","Contact","Hevea Hev b 11","295","27526732","7"
"Holcus lanatus","Velvet grass","Hol l 1.0101","Aero Plant","Holcus Hol l 1","265","414703","7"
"Holcus lanatus","Velvet grass","Hol l 1.0102","Aero Plant","Holcus Hol l 1","248","1167836","7"
"Holcus lanatus","Velvet grass","Unassigned","Aero Plant","Holcus Hol l 1","263","3860384","7"
"Holcus lanatus","Velvet grass","Unassigned","Aero Plant","Holcus Hol l 5","20","75140046","7"
"Holcus lanatus","Velvet grass","Hol l 5.0201","Aero Plant","Holcus Hol l 5","240","2266623","7"
"Holcus lanatus","Velvet grass","Hol l 5.0101","Aero Plant","Holcus Hol l 5","264","2266625","7"
"Holcus lanatus","Velvet grass","Unassigned","Aero Plant","Holcus Hol l 5","296","11991229","7"
"Homarus americanus","American lobster","Hom a 1.0102","Food Animal","Homarus Hom a 1","284","2660868","7"
"Homarus americanus","American lobster","Hom a 1.0101","Food Animal","Homarus Hom a 1","284","2660866","15"
"Hordeum vulgare","Barley","Unassigned","Aero Plant","Hordeum Alpha-amylase inhibitor component CMb","149","585290","7"
"Hordeum vulgare","Barley","Unassigned","Food Plant","Hordeum Hor v 20","289","1708280","15"
"Hordeum vulgare","Barley","Hor v 20.0101","Food Plant","Hordeum Hor v 20","286","288709","15"
"Hordeum vulgare","Barley","Unassigned","Aero Plant","Hordeum LTP 1","117","167077","7"
"Hordeum vulgare","Barley","Unassigned","Food Plant","Hordeum LTP 1","134","19039","7"
"Hordeum vulgare","Barley","Unassigned","Aero Plant","Hordeum Trypsin inhibitor CMe","144","1405736","7"
"Hordeum vulgare subsp. vulgare","Barley","Unassigned","Aero Plant","Hordeum Alpha-amylase inhibitor BDAI-1","152","3367714","7"
"Hordeum vulgare subsp. vulgare","Barley","Unassigned","Aero Plant","Hordeum Alpha-amylase inhibitor component Cma","144","18955","7"
"Hordeum vulgare subsp. vulgare","Barley","Unassigned","Aero Plant","Hordeum Alpha-amylase inhibitor component Cma","145","439275","7"
"Hordeum vulgare subsp. vulgare","Barley","Hor v 15.0101","Food Plant","Hordeum Hor v 15","146","19003","15"
"Hordeum vulgare subsp. vulgare","Barley","Unassigned","Aero Plant","Hordeum Trypsin inhibitor CMe","148","19009","7"
"Humulus japonicus","Japanese hop","Hum j 1","Aero Plant","Humulus Humj1","155","33113263","7"
"Humulus scandens","Japanese hop","Unassigned","Aero Plant","Humulus profilin-like protein","131","34851176","7"
"Humulus scandens","Japanese hop","Unassigned","Aero Plant","Humulus profilin-like protein","131","34851174","7"
"Juglans nigra","Black walnut","Jug n 1.0101","Food Plant","Juglans Jug r 1 Jug n 1","161","31321942","7"
"Juglans nigra","Black walnut","Jug n 2.0101","Food Plant","Juglans Jug r 2","481","31321944","7"
"Juglans regia","English walnut","Jug r 1.0101","Food Plant","Juglans Jug r 1 Jug n 1","139","1794252","7"
"Juglans regia","English walnut","Jug r 2.0101","Food Plant","Juglans Jug r 2","593","6580762","7"
"Juglans regia","English walnut","Unassigned","Food Plant","Juglans Jug r 3","119","209484145","11"
"Juglans regia","English walnut","Jug r 4.0101","Food Plant","Juglans Jug r 4 seed storage protein","507","56788031","7"
"Juniperus ashei","Mountain cedar","Jun a 2","Aero Plant","Juniperus Jun a 2","507","9955725","7"
"Juniperus ashei","Mountain cedar","Jun a 3.0101","Aero Plant","Juniperus Jun a 3","225","9087177","8"
"Juniperus ashei","Mountain cedar","Jun a 1.010101","Aero Plant","Juniperus Jun a/v 1","367","4138877","7"
"Juniperus oxycedrus","Juniper","Unassigned","Aero Plant","Juniperus Jun a/v 1","367","15139849","7"
"Juniperus oxycedrus","Juniper","Jun o 4","Aero Plant","Juniperus Jun o 4","165","5391446","7"
"Juniperus rigida","Cedar","Unassigned","Aero Plant","Juniperus Jun a 3","225","38456224","7"
"Juniperus rigida","Cedar","Unassigned","Aero Plant","Juniperus Jun a 3","225","38456222","7"
"Juniperus virginiana","Red cedar","Unassigned","Aero Plant","Juniperus Jun a 3","110","51316532","7"
"Juniperus virginiana","Red cedar","Jun v 1.0102","Aero Plant","Juniperus Jun a/v 1","367","8843917","7"
"Juniperus virginiana","Red cedar","Jun v 1.0101","Aero Plant","Juniperus Jun a/v 1","367","8843921","7"
"Lates calcarifer","Asian Seabass","Lat c 1.0101","Food Animal","Lates Lat c 1","109","56553743","15"
"Lates calcarifer","Asian Seabass","Lat c 1.0201","Food Animal","Lates Lat c 1","109","48526356","15"
"Lens culinaris","Lentil","Len c 3.0101","Food Plant","Lens  Len c 3","118","60735410","15"
"Lens culinaris","Lentil","Len c 1.0101","Food Plant","Lens Len c 1","418","29539109","7"
"Lens culinaris","Lentil","Len c 1.0102","Food Plant","Lens Len c 1","415","29539111","7"
"Lepidoglyphus destructor","Storage mite","Unassigned","Aero Mite","Blomia Blo t 12","143","33943777","7"
"Lepidoglyphus destructor","Storage mite","Lep d 10.0101","Aero Mite","Lepidoglyphus Lep d 10","284","6900304","15"
"Lepidoglyphus destructor","Storage mite","Lep d 13.0101","Aero Mite","Lepidoglyphus Lep d 13","131","6523380","15"
"Lepidoglyphus destructor","Storage mite","Lep d 2.0102","Aero Mite","Lepidoglyphus Lep d 2","141","21213898","7"
"Lepidoglyphus destructor","Storage mite","Lep d 2.0202","Aero Mite","Lepidoglyphus Lep d 2","141","21213900","7"
"Lepidoglyphus destructor","Storage mite","Lep d 2","Aero Mite","Lepidoglyphus Lep d 2","141","1582223","7"
"Lepidoglyphus destructor","Storage mite","Lep d 2","Aero Mite","Lepidoglyphus Lep d 2","141","1582222","7"
"Lepidoglyphus destructor","Storage mite","Unassigned","Aero Mite","Lepidoglyphus Lep d 2","141","34495274","7"
"Lepidoglyphus destructor","Storage mite","Unassigned","Aero Mite","Lepidoglyphus Lep d 2","141","34495278","7"
"Lepidoglyphus destructor","Storage mite","Unassigned","Aero Mite","Lepidoglyphus Lep d 2","140","34495280","7"
"Lepidoglyphus destructor","Storage mite","Unassigned","Aero Mite","Lepidoglyphus Lep d 2","141","34495282","7"
"Lepidoglyphus destructor","Storage mite","Unassigned","Aero Mite","Lepidoglyphus Lep d 2","141","34495284","7"
"Lepidoglyphus destructor","Storage mite","Unassigned","Aero Mite","Lepidoglyphus Lep d 2","141","34495286","7"
"Lepidoglyphus destructor","Storage mite","Unassigned","Aero Mite","Lepidoglyphus Lep d 2","141","34495288","7"
"Lepidoglyphus destructor","Storage mite","Unassigned","Aero Mite","Lepidoglyphus Lep d 2","141","34495290","7"
"Lepidoglyphus destructor","Storage mite","Lep d 2.0101","Aero Mite","Lepidoglyphus Lep d 2","98","587450","15"
"Lepidoglyphus destructor","Storage mite","Lep d 2.0201","Aero Mite","Lepidoglyphus Lep d 2","141","999458","15"
"Lepidoglyphus destructor","Storage mite","Lep d 5.0102","Aero Mite","Lepidoglyphus Lep d 5","171","34495292","7"
"Lepidoglyphus destructor","Storage mite","Lep d 5.0103","Aero Mite","Lepidoglyphus Lep d 5","169","34495294","7"
"Lepidoglyphus destructor","Storage mite","Lep d 5.0101","Aero Mite","Lepidoglyphus Lep d 5","110","6523378","15"
"Lepidoglyphus destructor","Storage mite","Lep d 7.0101","Aero Mite","Lepidoglyphus Lep d 7","216","6706282","15"
"Lepidorhombus whiffiagonis","Flat fish","Lep w 1.0101","Food Animal","Lepidorhombus Lep w 1 parvalbumin","109","208608078","10"
"Lepisma saccharina","Silverfish","Lep s 1","Aero Insect","Lepisma Tropomyosin","284","20387027","7"
"Lepisma saccharina","Silverfish","Unassigned","Aero Insect","Lepisma Tropomyosin","243","20387029","7"
"Ligustrum vulgare","Privet","Lig v 1.0101","Aero Plant","Ligustrum Lig v 1","145","3256210","7"
"Ligustrum vulgare","Privet","Lig v 1.0102","Aero Plant","Ligustrum Lig v 1","145","3256212","7"
"Lilium longiflorum","Trumpet lily","Unassigned","Aero Plant","Lilium polygalacturonase","413","73913442","8"
"Litchi chinensis","Lychee nut","Lit c 1","Food Plant","Litchi Lit c 1","131","15809696","7"
"Litchi chinensis","Lychee nut","Unassigned","Food Plant","Litchi Lit c 1","131","83317152","7"
"Litopenaeus vannamei","Whiteleg Shrimp","Lit v 4.0101","Food Animal","Litopenaeus  Lit v 4 sarcoplasmic Ca+ binding","193","223403273","11"
"Litopenaeus vannamei","Whiteleg Shrimp","Lit v 1.0101","Food Animal","Litopenaeus Lit v 1 tropomyosin","284","170791252","10"
"Litopenaeus vannamei","Whiteleg Shrimp","Lit v 2.0101","Food Animal","Litopenaeus Lit v 2","356","115492980","8"
"Litopenaeus vannamei","Whiteleg Shrimp","Lit v 3.0101","Food Animal","Litopenaeus Lit v 3 myosin","177","184198734","10"
"Lolium perenne","Perennial ryegrass","Lol p 1","Aero Plant","Lolium Lol p 1","263","126385","7"
"Lolium perenne","Perennial ryegrass","Lol p 1.0102","Aero Plant","Lolium Lol p 1","252","168314","7"
"Lolium perenne","Perennial ryegrass","Lol p 1.0101","Aero Plant","Lolium Lol p 1","263","168316","10"
"Lolium perenne","Perennial ryegrass","Lol p 1.0103","Aero Plant","Lolium Lol p 1","263","6599300","10"
"Lolium perenne","Perennial ryegrass","Lol p 11","Aero Plant","Lolium Lol p 11","134","47605808","7"
"Lolium perenne","Perennial ryegrass","Lol p 2.0101","Aero Plant","Lolium Lol p 2","97","126386","7"
"Lolium perenne","Perennial ryegrass","Lol p 2","Aero Plant","Lolium Lol p 2","88","939932","7"
"Lolium perenne","Perennial ryegrass","Lol p 3","Aero Plant","Lolium Lol p 3","97","126387","7"
"Lolium perenne","Perennial ryegrass","Lol p 4.0101","Aero Plant","Lolium Lol p 4","423","55859464","7"
"Lolium perenne","Perennial ryegrass","Lol p 5","Aero Plant","Lolium Lol p 5","301","4416516","7"
"Lolium perenne","Perennial ryegrass","Lol p 5","Aero Plant","Lolium Lol p 5","301","6634467","7"
"Lolium perenne","Perennial ryegrass","Lol p 5.0101","Aero Plant","Lolium Lol p 5","339","455288","10"
"Lolium perenne","Perennial ryegrass","Lol p 5.0102","Aero Plant","Lolium Lol p 5","307","332278195","12"
"Lupinus albus","white lupine","Unassigned","Food Plant","Lupinus albus congluten beta","531","89994190","14"
"Lupinus angustifolius","blue lupin","Unassigned","Food Plant","Lupinus Lup an 1 conglutin beta","521","149208401","9"
"Lupinus angustifolius","blue lupin","Unassigned","Food Plant","Lupinus Lup an 1 conglutin beta","455","149208403","9"
"Lupinus angustifolius","blue lupin","Lup an 1.0101","Food Plant","Lupinus Lup an 1 conglutin beta","611","169950562","10"
"Lycium barbarum","wolfberry","Unassigned","Food Plant","Lycium ltp","51","363805423","13"
"Macrobrachium rosenbergii","Giant River Prawn","Mac r 1.0101","Food Animal","Macrobrachium rosenbergii shrimp tropomyosin","284","288819271","11"
"Macrobrachium rosenbergii","Giant River Prawn","Unassigned","Food Animal","Macrobrachium rosenbergii shrimp tropomyosin","284","558698675","15"
"Macruronus magellanicus","Patagonian Grenadier","Unassigned","Food Animal","Merluccius sp. Parvalbumin Hake","98","308191450","12"
"Macruronus magellanicus","Patagonian Grenadier","Unassigned","Food Animal","Merluccius sp. Parvalbumin Hake","108","308191461","12"
"Macruronus magellanicus","Patagonian Grenadier","Unassigned","Food Animal","Merluccius sp. Parvalbumin Hake","74","308191474","12"
"Macruronus novaezelandiae","Blue hake","Unassigned","Food Animal","Merluccius sp. Parvalbumin Hake","83","308191475","12"
"Malassezia furfur","Yeast","Mala f 2","Contact","Malassezia Mala f 2","177","3445490","7"
"Malassezia furfur","Yeast","Mala f 3","Contact","Malassezia Mala f 3","166","3445492","7"
"Malassezia furfur","Yeast","Mala f 4","Contact","Malassezia Mala f 4","342","4587985","7"
"Malassezia sympodialis","Yeast","Mala s 1","Contact","Malassezia Mala s 1","350","1261972","7"
"Malassezia sympodialis","Yeast","Mala s 10.0101","Contact","Malassezia Mala s 10 heat shock protein","773","28564467","14"
"Malassezia sympodialis","Yeast","Mala s 11","Contact","Malassezia Mala s 11 first 38 aa signal","237","28569698","7"
"Malassezia sympodialis","Yeast","Mala s 12.0101","Contact","Malassezia Mala s 12","618","78038796","7"
"Malassezia sympodialis","Yeast","Mala s 5","Contact","Malassezia Mala s 5","172","4138171","7"
"Malassezia sympodialis","Yeast","Mala s 6","Contact","Malassezia Mala s 6","162","4138173","7"
"Malassezia sympodialis","Yeast","Mala s 7","Contact","Malassezia Mala s 7","187","4138175","7"
"Malassezia sympodialis","Yeast","Mala s 8","Contact","Malassezia Mala s 8","179","7271239","7"
"Malassezia sympodialis","Yeast","Mala s 9","Contact","Malassezia Mala s 9","342","19069920","7"
"Malassezia sympodialis ATCC 42132","Yeast","Unassigned","Contact","Malassezia Mala s 10 heat shock protein","773","465797105","14"
"Malassezia sympodialis ATCC 42132","Yeast","Unassigned","Contact","Malassezia Mala s 11 first 38 aa signal","202","465795607","14"
"Malassezia sympodialis ATCC 42132","Yeast","Mala s 13","Contact","Malassezia Mala s 13 Thioredoxin Rev","107","465793078","14"
"Malassezia sympodialis ATCC 42132","Yeast","Unassigned","Contact","Malassezia Mala s 5","172","465794772","14"
"Malassezia sympodialis ATCC 42132","Yeast","Unassigned","Contact","Malassezia Mala s 9","342","465794420","14"
"Malus x domestica","Apple","Mal d 1.0301","Food Plant","Malus Mal d 1","159","1313966","7"
"Malus x domestica","Apple","Mal d 1.0401","Food Plant","Malus Mal d 1","160","1313968","7"
"Malus x domestica","Apple","Mal d 1.0402","Food Plant","Malus Mal d 1","160","1313970","7"
"Malus x domestica","Apple","Mal d 1.0403","Food Plant","Malus Mal d 1","160","1313972","7"
"Malus x domestica","Apple","Mal d 1.0206","Food Plant","Malus Mal d 1","159","2443824","7"
"Malus x domestica","Apple","Mal d 1.0103","Food Plant","Malus Mal d 1","159","4590364","7"
"Malus x domestica","Apple","Mal d 1.0203","Food Plant","Malus Mal d 1","159","4590366","7"
"Malus x domestica","Apple","Mal d 1.0204","Food Plant","Malus Mal d 1","159","4590368","7"
"Malus x domestica","Apple","Mal d 1.0104","Food Plant","Malus Mal d 1","159","4590376","7"
"Malus x domestica","Apple","Mal d 1.0105","Food Plant","Malus Mal d 1","159","4590378","7"
"Malus x domestica","Apple","Mal d 1.0106","Food Plant","Malus Mal d 1","159","4590380","7"
"Malus x domestica","Apple","Mal d 1.0107","Food Plant","Malus Mal d 1","159","4590382","7"
"Malus x domestica","Apple","Mal d 1.0205","Food Plant","Malus Mal d 1","159","4590388","7"
"Malus x domestica","Apple","Mal d 1.0208","Food Plant","Malus Mal d 1","158","21685277","7"
"Malus x domestica","Apple","Mal d 1.0304","Food Plant","Malus Mal d 1","159","27922941","7"
"Malus x domestica","Apple","Mal d 1.0108","Food Plant","Malus Mal d 1","159","4768879","11"
"Malus x domestica","Apple","Mal d 1.0201","Food Plant","Malus Mal d 1","159","862307","11"
"Malus x domestica","Apple","Mal d 1.0102","Food Plant","Malus Mal d 1","159","886683","11"
"Malus x domestica","Apple","Mal d 1.0101","Food Plant","Malus Mal d 1","159","747852","15"
"Malus x domestica","Apple","Mal d 1.0109","Food Plant","Malus Mal d 1","159","15418742","15"
"Malus x domestica","Apple","Mal d 1.0207","Food Plant","Malus Mal d 1","159","15418744","15"
"Malus x domestica","Apple","Mal d 1.0302","Food Plant","Malus Mal d 1","159","15418738","15"
"Malus x domestica","Apple","Unassigned","Food Plant","Malus Mal d 2","26","1478293","7"
"Malus x domestica","Apple","Unassigned","Food Plant","Malus Mal d 2","246","60418842","7"
"Malus x domestica","Apple","Unassigned","Food Plant","Malus Mal d 2","246","60418848","7"
"Malus x domestica","Apple","Unassigned","Food Plant","Malus Mal d 2","246","30316292","8"
"Malus x domestica","Apple","Unassigned","Food Plant","Malus Mal d 2","158","218059718","10"
"Malus x domestica","Apple","Unassigned","Food Plant","Malus Mal d 2","158","218059715","10"
"Malus x domestica","Apple","Unassigned","Food Plant","Malus Mal d 2","193","392507603","13"
"Malus x domestica","Apple","Mal d 2.0101","Food Plant","Malus Mal d 2","245","3643249","15"
"Malus x domestica","Apple","Unassigned","Food Plant","Malus Mal d 3","115","50659891","7"
"Malus x domestica","Apple","Unassigned","Food Plant","Malus Mal d 3","115","50659889","7"
"Malus x domestica","Apple","Unassigned","Food Plant","Malus Mal d 3","115","50659885","7"
"Malus x domestica","Apple","Unassigned","Food Plant","Malus Mal d 3","115","50659879","7"
"Malus x domestica","Apple","Unassigned","Food Plant","Malus Mal d 3","115","50659859","7"
"Malus x domestica","Apple","Unassigned","Food Plant","Malus Mal d 3","115","38492338","7"
"Malus x domestica","Apple","Unassigned","Food Plant","Malus Mal d 3","115","14423814","9"
"Malus x domestica","Apple","Mal d 4.0302","Food Plant","Malus Mal d 4","131","28881453","7"
"Malus x domestica","Apple","Mal d 4.0102","Food Plant","Malus Mal d 4","131","28881457","7"
"Malus x domestica","Apple","Mal d 4.0202","Food Plant","Malus Mal d 4","131","28881455","7"
"Malus x domestica","Apple","Unassigned","Food Plant","Malus Mal d 4","131","60418854","7"
"Malus x domestica","Apple","Unassigned","Food Plant","Malus Mal d 4","131","60418858","7"
"Malus x domestica","Apple","Unassigned","Food Plant","Malus Mal d 4","131","60418862","7"
"Malus x domestica","Apple","Unassigned","Food Plant","Malus Mal d 4","131","60418866","7"
"Malus x domestica","Apple","Unassigned","Food Plant","Malus Mal d 4","131","164510842","9"
"Malus x domestica","Apple","Unassigned","Food Plant","Malus Mal d 4","131","164510858","9"
"Malus x domestica","Apple","Unassigned","Food Plant","Malus Mal d 4","131","164510860","9"
"Malus x domestica","Apple","Unassigned","Food Plant","Malus Mal d 4","77","218059730","10"
"Malus x domestica","Apple","Unassigned","Food Plant","Malus Mal d 4","115","218059733","10"
"Malus x domestica","Apple","Unassigned","Food Plant","Malus Mal d 4","131","218059728","10"
"Malus x domestica","Apple","Mal d 4.0301","Food Plant","Malus Mal d 4","131","4761584","11"
"Malus x domestica","Apple","Mal d 4.0201","Food Plant","Malus Mal d 4","131","4761586","11"
"Malus x domestica","Apple","Mal d 4.0101","Food Plant","Malus Mal d 4","131","4761588","11"
"Manihot esculenta","Cassava","Unassigned","Food Plant","Manihot Man e 5.0101","177","21585695","7"
"Manihot esculenta","Cassava","Man e 5.0101","Food Plant","Manihot Man e 5.0101","177","332713934","14"
"Manilkara zapota","Sapodilla plum","Unassigned","Food Plant","Manilkara Thaumatin like protein 1","12","442580988","14"
"Manilkara zapota","Sapodilla plum","Unassigned","Food Plant","Manilkara Thaumatin like protein 1","9","442570282","14"
"Manilkara zapota","Sapodilla plum","Unassigned","Food Plant","Manilkara Thaumatin like protein 1","207","663434113","15"
"Marsupenaeus japonicus","Kuruma Shrimp","Unassigned","Food Animal","Marsupenaeus tropomyosin","284","125995159","8"
"Mercurialis annua","Annual mercury grass","Mer a 1","Aero Plant","Mercurialis Mer a 1","133","2959898","7"
"Merluccius australis australis","southern hake","Unassigned","Food Animal","Merluccius sp. Parvalbumin Hake","108","308191452","12"
"Merluccius australis polylepis","Southern hake","Unassigned","Food Animal","Merluccius sp. Parvalbumin Hake","108","308191453","12"
"Merluccius australis polylepis","Southern hake","Unassigned","Food Animal","Merluccius sp. Parvalbumin Hake","108","308191464","12"
"Merluccius bilinearis","Silver hake","Unassigned","Food Animal","Merluccius sp. Parvalbumin Hake","108","308191465","12"
"Merluccius bilinearis","Silver hake","Unassigned","Food Animal","Merluccius sp. Parvalbumin Hake","108","308191478","12"
"Merluccius bilinearis","Silver hake","Unassigned","Food Animal","Merluccius sp. Parvalbumin Hake","94","308191488","12"
"Merluccius capensis","Shallow-water cape hake","Unassigned","Food Animal","Merluccius sp. Parvalbumin Hake","108","308191466","12"
"Merluccius gayi","Southern Pacific hake","Unassigned","Food Animal","Merluccius sp. Parvalbumin Hake","108","308191455","12"
"Merluccius gayi","Southern Pacific hake","Unassigned","Food Animal","Merluccius sp. Parvalbumin Hake","91","308191489","12"
"Merluccius merluccius","European hake","Unassigned","Food Animal","Merluccius sp. Parvalbumin Hake","108","131116","12"
"Merluccius merluccius","European hake","Unassigned","Food Animal","Merluccius sp. Parvalbumin Hake","108","308191469","12"
"Merluccius paradoxus","Deep-water cape hake","Unassigned","Food Animal","Merluccius sp. Parvalbumin Hake","108","308191457","12"
"Merluccius paradoxus","Deep-water cape hake","Unassigned","Food Animal","Merluccius sp. Parvalbumin Hake","108","308191470","12"
"Merluccius paradoxus","Deep-water cape hake","Unassigned","Food Animal","Merluccius sp. Parvalbumin Hake","95","308191483","12"
"Merluccius polli","Benguela hake","Unassigned","Food Animal","Merluccius sp. Parvalbumin Hake","108","308191471","12"
"Merluccius polli","Benguela hake","Unassigned","Food Animal","Merluccius sp. Parvalbumin Hake","69","308191484","12"
"Merluccius productus","North Pacific hake","Unassigned","Food Animal","Merluccius sp. Parvalbumin Hake","108","308191459","12"
"Merluccius productus","North Pacific hake","Unassigned","Food Animal","Merluccius sp. Parvalbumin Hake","108","308191472","12"
"Mesocricetus auratus","Golden hamster","Unassigned","Aero Animal","Mesocricetus auratus Mes a 1","172","13124669","16"
"Metapenaeus ensis","Greasyback shrimp","Met e 1","Food Animal","Metapenaeus Met e 1 Tropomyosin","274","607633","7"
"Mimachlamys nobilis","Noble scallop","Unassigned","Food Animal","Mimachlamys Tropomyosin","284","9954253","7"
"Morus alba var. atropurpurea","White Mulberry","Unassigned","Food Plant","Morus winter accumulating protein","157","610664572","15"
"Morus bombycis","Mulberry","Unassigned","Food Plant","Morus winter accumulating protein","157","54311115","12"
"Morus bombycis","Mulberry","Unassigned","Food Plant","Morus winter accumulating protein","157","54311119","12"
"Morus nigra","Black mulberry","Mor n 3.0101","Food Plant","Morus Mor n 3 mulberry LTP","91","288561913","11"
"Mus musculus","Mouse","Mus m 1","Aero Animal","Mus Mus m 1","180","20178291","7"
"Mus musculus","Mouse","Mus m 1.0101","Aero Animal","Mus Mus m 1","180","295910","15"
"Mus musculus domesticus","Mouse","Mus m 1.0102","Aero Animal","Mus Mus m 1","180","199881","15"
"Musa acuminata","Banana","Unassigned","Food Plant","Musa Allergen Endo-Beta-1,3-Glucanase","312","83754908","7"
"Musa acuminata","Banana","Mus a 4.0101","Food Plant","Musa Mus a 4","200","88191901","7"
"Musa acuminata","Banana","Mus a 2.0101","Food Plant","Musa Mus s 2","318","17932710","15"
"Musa acuminata","Banana","Mus xp 1","Food Plant","Musa profilin banana","131","14161635","7"
"Musa acuminata AAA Group","Banana","Unassigned","Food Plant","Musa Allergen Endo-Beta-1,3-Glucanase","340","6073860","14"
"Myrmecia banksi","Giant Bull Ant","Myr p 3.0101","Venom or Salivary","Myrmecia Myr p 3","84","51241753","15"
"Myrmecia pilosula","Jumper ant","Unassigned","Venom or Salivary","Myrmecia Myr p 1","112","1911819","7"
"Myrmecia pilosula","Jumper ant","Myr p 1.0101","Venom or Salivary","Myrmecia Myr p 1","112","312284","15"
"Myrmecia pilosula","Jumper ant","Myr p 2","Venom or Salivary","Myrmecia Myr p 2","75","1587177","7"
"Myrmecia pilosula","Jumper ant","Myr p 2.0101","Venom or Salivary","Myrmecia Myr p 2","75","1438761","10"
"Neptunea polycostata","Wrinkled Neptune","Unassigned","Food Animal","Neptunea tropomyosin","284","219806590","10"
"Nicotiana tabacum","Tobacco","Unassigned","Aero Plant","Nicotiana villin","520","57283139","7"
"Nicotiana tabacum","Tobacco","Unassigned","Aero Plant","Nicotiana villin","559","57283137","7"
"Octopus vulgaris","Octopus","Unassigned","Food Animal","Octopus tropomyosin","284","83715936","7"
"Olea europaea","Olive tree","Ole e 1","Aero Plant","Olea Ole e 1","145","14424429","7"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 1","137","1362128","7"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 1","136","1362129","7"
"Olea europaea","Olive tree","Unassigned","Aero Plant","Olea Ole e 1","136","1362130","7"
